"year","census_tract","n_houses"
2010,36103110801,880
2011,36103110801,873
2012,36103110801,874
2013,36103110801,872
2014,36103110801,859
2015,36103110801,885
2016,36103110801,902
2017,36103110801,908
2018,36103110801,916
2019,36103110801,919
2020,36103110801,925
