"year","census_tract","n_houses"
2010,36081099705,1096
2011,36081099705,1114
2012,36081099705,1110
2013,36081099705,1112
2014,36081099705,1119
2015,36081099705,1134
2016,36081099705,1116
2017,36081099705,1138
2018,36081099705,1148
2019,36081099705,1119
2020,36081099705,1242
