"year","census_tract","n_houses"
2010,36103110401,989
2011,36103110401,1007
2012,36103110401,1008
2013,36103110401,989
2014,36103110401,986
2015,36103110401,992
2016,36103110401,995
2017,36103110401,1025
2018,36103110401,1015
2019,36103110401,1013
2020,36103110401,948
