"year","census_tract","n_houses"
2010,9001030300,1494
2011,9001030300,1418
2012,9001030300,1446
2013,9001030300,1397
2014,9001030300,1428
2015,9001030300,1380
2016,9001030300,1417
2017,9001030300,1425
2018,9001030300,1476
2019,9001030300,1481
2020,9001030300,1498
