"year","census_tract","n_houses"
2010,36103110300,2105
2011,36103110300,2112
2012,36103110300,2117
2013,36103110300,2081
2014,36103110300,2095
2015,36103110300,2120
2016,36103110300,2136
2017,36103110300,2172
2018,36103110300,2161
2019,36103110300,2189
2020,36103110300,2065
