"year","census_tract","n_houses"
2010,36103110803,2065
2011,36103110803,2071
2012,36103110803,2088
2013,36103110803,2078
2014,36103110803,2121
2015,36103110803,2155
2016,36103110803,2184
2017,36103110803,2207
2018,36103110803,2191
2019,36103110803,2196
2020,36103110803,2160
