"year","census_tract","n_houses"
2010,36119007500,1635
2011,36119007500,1680
2012,36119007500,1682
2013,36119007500,1708
2014,36119007500,1718
2015,36119007500,1708
2016,36119007500,1638
2017,36119007500,1646
2018,36119007500,1677
2019,36119007500,1658
2020,36119007500,1741
