"year","census_tract","n_houses"
2010,9009155000,2330
2011,9009155000,2310
2012,9009155000,2415
2013,9009155000,2337
2014,9009155000,2284
2015,9009155000,2291
2016,9009155000,2289
2017,9009155000,2253
2018,9009155000,2254
2019,9009155000,2250
2020,9009155000,2198
