"year","census_tract","n_houses"
2010,36103169701,3195
2011,36103169701,3228
2012,36103169701,3253
2013,36103169701,3104
2014,36103169701,3040
2015,36103169701,3067
2016,36103169701,3086
2017,36103169701,3164
2018,36103169701,3182
2019,36103169701,3181
2020,36103169701,3498
