"year","census_tract","n_houses"
2010,36085011202,2247
2011,36085011202,2315
2012,36085011202,2326
2013,36085011202,2349
2014,36085011202,2287
2015,36085011202,2199
2016,36085011202,2142
2017,36085011202,2130
2018,36085011202,2174
2019,36085011202,2214
