"year","census_tract","n_houses"
2010,36103201001,4370
2011,36103201001,4351
2012,36103201001,4367
2013,36103201001,4439
2014,36103201001,4583
2015,36103201001,4767
2016,36103201001,4802
2017,36103201001,4739
2018,36103201001,4778
2019,36103201001,4833
