"year","census_tract","n_houses"
2010,36087010200,1745
2011,36087010200,1696
2012,36087010200,1719
2013,36087010200,1718
2014,36087010200,1743
2015,36087010200,1756
2016,36087010200,1761
2017,36087010200,1777
2018,36087010200,1768
2019,36087010200,1754
2020,36087010200,1800
