"year","census_tract","n_houses"
2010,34023009100,1305
2011,34023009100,1317
2012,34023009100,1338
2013,34023009100,1370
2014,34023009100,1343
2015,34023009100,1353
2016,34023009100,1363
2017,34023009100,1379
2018,34023009100,1374
2019,34023009100,1376
