"year","census_tract","n_houses"
2010,36103110101,1230
2011,36103110101,1181
2012,36103110101,1138
2013,36103110101,1184
2014,36103110101,1240
2015,36103110101,1243
2016,36103110101,1387
2017,36103110101,1459
2018,36103110101,1470
2019,36103110101,1421
2020,36103110101,1281
