"year","census_tract","n_houses"
2010,36119011400,2408
2011,36119011400,2600
2012,36119011400,2646
2013,36119011400,2603
2014,36119011400,2601
2015,36119011400,2404
2016,36119011400,2408
2017,36119011400,2403
2018,36119011400,2368
2019,36119011400,2333
