"year","census_tract","n_houses"
2010,36103201003,3796
2011,36103201003,3839
2012,36103201003,3879
2013,36103201003,3892
2014,36103201003,3884
2015,36103201003,3865
2016,36103201003,3881
2017,36103201003,3858
2018,36103201003,3915
2019,36103201003,3931
