"year","census_tract","n_houses"
2010,36005029301,947
2011,36005029301,977
2012,36005029301,969
2013,36005029301,970
2014,36005029301,965
2015,36005029301,990
2016,36005029301,961
2017,36005029301,971
2018,36005029301,952
2019,36005029301,939
2020,36005029301,938
