"year","census_tract","n_houses"
2010,34017010400,1679
2011,34017010400,1794
2012,34017010400,1912
2013,34017010400,1979
2014,34017010400,1980
2015,34017010400,2027
2016,34017010400,1983
2017,34017010400,2002
2018,34017010400,1950
2019,34017010400,1939
2020,34017010400,2002
