"year","census_tract","n_houses"
2010,36061019900,3780
2011,36061019900,3695
2012,36061019900,3672
2013,36061019900,3705
2014,36061019900,3727
2015,36061019900,3804
2016,36061019900,3862
2017,36061019900,3877
2018,36061019900,3724
2019,36061019900,3643
2020,36061019900,3779
