"year","census_tract","n_houses"
2010,36061015100,3998
2011,36061015100,4413
2012,36061015100,4717
2013,36061015100,4856
2014,36061015100,5007
2015,36061015100,5126
2016,36061015100,5049
2017,36061015100,5161
2018,36061015100,5266
2019,36061015100,5554
