"year","census_tract","n_houses"
2010,36119011800,1776
2011,36119011800,1570
2012,36119011800,1614
2013,36119011800,1601
2014,36119011800,1596
2015,36119011800,1662
2016,36119011800,1627
2017,36119011800,1653
2018,36119011800,1675
2019,36119011800,1694
2020,36119011800,1724
