"year","census_tract","n_houses"
2010,36027070201,1388
2011,36027070201,1404
2012,36027070201,1434
2013,36027070201,1407
2014,36027070201,1400
2015,36027070201,1310
2016,36027070201,1248
2017,36027070201,1286
2018,36027070201,1339
2019,36027070201,1341
2020,36027070201,1433
