"year","census_tract","n_houses"
2010,36083052301,1520
2011,36083052301,1578
2012,36083052301,1526
2013,36083052301,1549
2014,36083052301,1614
2015,36083052301,1631
2016,36083052301,1637
2017,36083052301,1779
2018,36083052301,1748
2019,36083052301,1837
2020,36083052301,1960
