"year","census_tract","n_houses"
2010,44009051101,2677
2011,44009051101,2687
2012,44009051101,2715
2013,44009051101,2836
2014,44009051101,2698
2015,44009051101,2748
2016,44009051101,2850
2017,44009051101,2857
2018,44009051101,2850
2019,44009051101,2869
2020,44009051101,3013
