"year","census_tract","n_houses"
2010,36047031400,1941
2011,36047031400,1951
2012,36047031400,1865
2013,36047031400,1945
2014,36047031400,1954
2015,36047031400,1974
2016,36047031400,2011
2017,36047031400,2121
2018,36047031400,2128
2019,36047031400,2091
