"year","census_tract","n_houses"
2010,36059300100,1264
2011,36059300100,1400
2012,36059300100,1415
2013,36059300100,1506
2014,36059300100,1497
2015,36059300100,1455
2016,36059300100,1500
2017,36059300100,1526
2018,36059300100,1499
2019,36059300100,1423
2020,36059300100,1348
