"year","census_tract","n_houses"
2010,36047017600,881
2011,36047017600,885
2012,36047017600,922
2013,36047017600,900
2014,36047017600,934
2015,36047017600,937
2016,36047017600,912
2017,36047017600,920
2018,36047017600,954
2019,36047017600,966
2020,36047017600,980
