"year","census_tract","n_houses"
2010,9009154800,2211
2011,9009154800,2186
2012,9009154800,2223
2013,9009154800,2103
2014,9009154800,2074
2015,9009154800,2077
2016,9009154800,2072
2017,9009154800,2048
2018,9009154800,2079
2019,9009154800,2064
2020,9009154800,2104
