"year","census_tract","n_houses"
2010,36059301500,1039
2011,36059301500,1053
2012,36059301500,1031
2013,36059301500,1040
2014,36059301500,1054
2015,36059301500,1040
2016,36059301500,1035
2017,36059301500,1043
2018,36059301500,1028
2019,36059301500,1015
2020,36059301500,1001
