"year","census_tract","n_houses"
2010,36103158402,1507
2011,36103158402,1507
2012,36103158402,1509
2013,36103158402,1503
2014,36103158402,1511
2015,36103158402,1482
2016,36103158402,1485
2017,36103158402,1468
2018,36103158402,1484
2019,36103158402,1442
2020,36103158402,1440
