"year","census_tract","n_houses"
2010,9009140200,763
2011,9009140200,785
2012,9009140200,767
2013,9009140200,746
2014,9009140200,758
2015,9009140200,764
2016,9009140200,773
2017,9009140200,740
2018,9009140200,702
2019,9009140200,618
2020,9009140200,502
