"year","census_tract","n_houses"
2010,36087013402,1248
2011,36087013402,1374
2012,36087013402,1389
2013,36087013402,1402
2014,36087013402,1427
2015,36087013402,1440
2016,36087013402,1430
2017,36087013402,1428
2018,36087013402,1431
2019,36087013402,1399
2020,36087013402,1440
