"year","census_tract","n_houses"
2010,36027210201,1861
2011,36027210201,1827
2012,36027210201,1900
2013,36027210201,1890
2014,36027210201,1874
2015,36027210201,1876
2016,36027210201,1873
2017,36027210201,1882
2018,36027210201,1872
2019,36027210201,1921
2020,36027210201,1891
