"year","census_tract","n_houses"
2010,36119014604,1433
2011,36119014604,1546
2012,36119014604,1670
2013,36119014604,1728
2014,36119014604,1839
2015,36119014604,1889
2016,36119014604,1885
2017,36119014604,1853
2018,36119014604,1834
2019,36119014604,1851
2020,36119014604,1712
