"year","census_tract","n_houses"
2010,9007610100,1095
2011,9007610100,1107
2012,9007610100,1087
2013,9007610100,1061
2014,9007610100,1042
2015,9007610100,1086
2016,9007610100,1097
2017,9007610100,1091
2018,9007610100,1109
2019,9007610100,1100
2020,9007610100,1079
