"year","census_tract","n_houses"
2010,36079010600,1507
2011,36079010600,1500
2012,36079010600,1545
2013,36079010600,1560
2014,36079010600,1545
2015,36079010600,1548
2016,36079010600,1621
2017,36079010600,1616
2018,36079010600,1594
2019,36079010600,1576
2020,36079010600,1557
