"year","census_tract","n_houses"
2010,36061007900,2867
2011,36061007900,2896
2012,36061007900,2892
2013,36061007900,2904
2014,36061007900,2956
2015,36061007900,2917
2016,36061007900,2900
2017,36061007900,2852
2018,36061007900,2879
2019,36061007900,2893
2020,36061007900,3001
