"year","census_tract","n_houses"
2010,34017011500,1326
2011,34017011500,1321
2012,34017011500,1357
2013,34017011500,1341
2014,34017011500,1312
2015,34017011500,1328
2016,34017011500,1322
2017,34017011500,1293
2018,34017011500,1260
2019,34017011500,1276
2020,34017011500,1230
