"year","census_tract","n_houses"
2010,36085022600,2582
2011,36085022600,2702
2012,36085022600,2781
2013,36085022600,2741
2014,36085022600,2823
2015,36085022600,2868
2016,36085022600,2926
2017,36085022600,2923
2018,36085022600,2983
2019,36085022600,2936
