"year","census_tract","n_houses"
2010,36071000501,1184
2011,36071000501,1219
2012,36071000501,1198
2013,36071000501,1204
2014,36071000501,1168
2015,36071000501,1213
2016,36071000501,1239
2017,36071000501,1313
2018,36071000501,1382
2019,36071000501,1425
2020,36071000501,1257
