"year","census_tract","n_houses"
2010,36047004600,469
2011,36047004600,491
2012,36047004600,530
2013,36047004600,550
2014,36047004600,562
2015,36047004600,576
2016,36047004600,563
2017,36047004600,559
2018,36047004600,547
2019,36047004600,544
2020,36047004600,627
