"year","census_tract","n_houses"
2010,36103110102,1815
2011,36103110102,1813
2012,36103110102,1838
2013,36103110102,1804
2014,36103110102,1807
2015,36103110102,1848
2016,36103110102,1876
2017,36103110102,1883
2018,36103110102,1879
2019,36103110102,1885
