"year","census_tract","n_houses"
2010,9001050600,1418
2011,9001050600,1436
2012,9001050600,1418
2013,9001050600,1442
2014,9001050600,1449
2015,9001050600,1461
2016,9001050600,1462
2017,9001050600,1484
2018,9001050600,1480
2019,9001050600,1484
2020,9001050600,1397
