"year","census_tract","n_houses"
2010,9007610200,2047
2011,9007610200,2090
2012,9007610200,2088
2013,9007610200,2079
2014,9007610200,2078
2015,9007610200,2115
2016,9007610200,2093
2017,9007610200,2121
2018,9007610200,2174
2019,9007610200,2125
2020,9007610200,2198
