"year","census_tract","n_houses"
2010,36119010500,2737
2011,36119010500,2649
2012,36119010500,2652
2013,36119010500,2494
2014,36119010500,2399
2015,36119010500,2377
2016,36119010500,2375
2017,36119010500,2413
2018,36119010500,2458
2019,36119010500,2430
2020,36119010500,2392
