"year","census_tract","n_houses"
2010,36027150003,760
2011,36027150003,816
2012,36027150003,814
2013,36027150003,818
2014,36027150003,826
2015,36027150003,829
2016,36027150003,810
2017,36027150003,825
2018,36027150003,822
2019,36027150003,803
2020,36027150003,822
