"year","census_tract","n_houses"
2010,34017015201,1427
2011,34017015201,1483
2012,34017015201,1522
2013,34017015201,1599
2014,34017015201,1648
2015,34017015201,1597
2016,34017015201,1574
2017,34017015201,1542
2018,34017015201,1545
2019,34017015201,1561
2020,34017015201,1566
