"year","census_tract","n_houses"
2010,44009051504,3613
2011,44009051504,3622
2012,44009051504,3468
2013,44009051504,3419
2014,44009051504,3445
2015,44009051504,3497
2016,44009051504,3427
2017,44009051504,3457
2018,44009051504,3528
2019,44009051504,3508
2020,44009051504,3549
