"year","census_tract","n_houses"
2010,36061024100,3453
2011,36061024100,3537
2012,36061024100,3492
2013,36061024100,3460
2014,36061024100,3490
2015,36061024100,3496
2016,36061024100,3509
2017,36061024100,3601
2018,36061024100,3652
2019,36061024100,3671
2020,36061024100,3527
