"year","census_tract","n_houses"
2010,36119007600,2200
2011,36119007600,2200
2012,36119007600,2170
2013,36119007600,2181
2014,36119007600,2156
2015,36119007600,2152
2016,36119007600,2076
2017,36119007600,2108
2018,36119007600,2140
2019,36119007600,2104
2020,36119007600,2029
