"year","census_tract","n_houses"
2010,36103110501,1128
2011,36103110501,1127
2012,36103110501,1131
2013,36103110501,1125
2014,36103110501,1115
2015,36103110501,1133
2016,36103110501,1145
2017,36103110501,1167
2018,36103110501,1158
2019,36103110501,1169
2020,36103110501,1196
