"year","census_tract","n_houses"
2010,36085022800,105
2011,36085022800,86
2012,36085022800,98
2013,36085022800,113
2014,36085022800,74
2015,36085022800,17
2016,36085022800,19
2017,36085022800,14
2018,36085022800,4
2019,36085022800,9
