"year","census_tract","n_houses"
2010,36111954900,740
2011,36111954900,743
2012,36111954900,755
2013,36111954900,743
2014,36111954900,708
2015,36111954900,715
2016,36111954900,682
2017,36111954900,673
2018,36111954900,712
2019,36111954900,750
2020,36111954900,714
