"year","census_tract","n_houses"
2010,36119000104,0
2011,36119000104,0
2012,36119000104,0
2013,36119000104,0
2014,36119000104,0
2015,36119000104,42
2016,36119000104,42
2017,36119000104,43
2018,36119000104,328
2019,36119000104,392
2020,36119000104,709
