"year","census_tract","n_houses"
2010,36087010602,2326
2011,36087010602,2271
2012,36087010602,2188
2013,36087010602,2106
2014,36087010602,2059
2015,36087010602,1992
2016,36087010602,1986
2017,36087010602,2075
2018,36087010602,2116
2019,36087010602,2204
2020,36087010602,2233
