"year","census_tract","n_houses"
2010,36047028600,2113
2011,36047028600,2096
2012,36047028600,2102
2013,36047028600,2128
2014,36047028600,2141
2015,36047028600,2115
2016,36047028600,2099
2017,36047028600,2123
2018,36047028600,2070
2019,36047028600,2067
2020,36047028600,1959
