"year","census_tract","n_houses"
2010,36103200902,6358
2011,36103200902,6186
2012,36103200902,6267
2013,36103200902,6392
2014,36103200902,6461
2015,36103200902,6566
2016,36103200902,6683
2017,36103200902,6606
2018,36103200902,6818
2019,36103200902,6936
