"year","census_tract","n_houses"
2010,36061021100,4566
2011,36061021100,4614
2012,36061021100,4592
2013,36061021100,4609
2014,36061021100,4583
2015,36061021100,4586
2016,36061021100,4616
2017,36061021100,4637
2018,36061021100,4568
2019,36061021100,4656
2020,36061021100,4842
