"year","census_tract","n_houses"
2010,34025800200,1829
2011,34025800200,1794
2012,34025800200,1856
2013,34025800200,1855
2014,34025800200,1930
2015,34025800200,1999
2016,34025800200,1952
2017,34025800200,1967
2018,34025800200,1942
2019,34025800200,1952
2020,34025800200,1948
