"year","census_tract","n_houses"
2010,34039039800,1499
2011,34039039800,1539
2012,34039039800,1515
2013,34039039800,1531
2014,34039039800,1493
2015,34039039800,1517
2016,34039039800,1498
2017,34039039800,1471
2018,34039039800,1491
2019,34039039800,1513
