"year","census_tract","n_houses"
2010,36021001200,1697
2011,36021001200,1590
2012,36021001200,1565
2013,36021001200,1796
2014,36021001200,1755
2015,36021001200,1751
2016,36021001200,1793
2017,36021001200,1762
2018,36021001200,1706
2019,36021001200,1751
2020,36021001200,1792
