"year","census_tract","n_houses"
2010,36119007000,2537
2011,36119007000,2493
2012,36119007000,2540
2013,36119007000,2504
2014,36119007000,2509
2015,36119007000,2464
2016,36119007000,2460
2017,36119007000,2379
2018,36119007000,2358
2019,36119007000,2361
2020,36119007000,2500
