"year","census_tract","n_houses"
2010,9011693500,1583
2011,9011693500,1578
2012,9011693500,1610
2013,9011693500,1615
2014,9011693500,1617
2015,9011693500,1583
2016,9011693500,1589
2017,9011693500,1547
2018,9011693500,1511
2019,9011693500,1481
2020,9011693500,1454
