"year","census_tract","n_houses"
2010,34003019102,1465
2011,34003019102,1488
2012,34003019102,1521
2013,34003019102,1539
2014,34003019102,1536
2015,34003019102,1491
2016,34003019102,1482
2017,34003019102,1462
2018,34003019102,1474
2019,34003019102,1497
2020,34003019102,1410
